id_vinho;fixedacidity;volatileacidity;citricacid;residualsugar;chlorides;freesulfurdioxide;totalsulfurdioxide;density;pH;sulphates;alcohol;quality;Vinho
3728;8,6;0,37;0,65;6,4;0,08;3;8;0,99817;3,27;0,58;11;5;RED
3729;6,3;0,22;0,22;5,6;0,039;31;128;0,99296;3,12;0,46;10,4;6;WHITE
3730;8,5;0,34;0,4;4,7;0,055;3;9;0,99738;3,38;0,66;11,6;7;RED
3731;7,5;0,38;0,5;12,8;0,042;57;184;0,9984;3,09;0,46;9;6;WHITE
3732;8,9;0,32;0,49;1,6;0,05;17;131;0,9956;3,13;0,34;9,4;5;WHITE
3733;4,9;0,33;0,31;1,2;0,016;39;150;0,98713;3,33;0,59;14;8;WHITE
3734;6;0,34;0,66;15,9;0,046;26;164;0,9979;3,14;0,5;8,8;6;WHITE
3735;6,3;0,23;0,33;6,9;0,052;23;118;0,9938;3,23;0,46;10,4;6;WHITE
3736;11,5;0,31;0,51;2,2;0,079;14;28;0,9982;3,03;0,93;9,8;6;RED
3737;6,2;0,22;0,28;2,2;0,04;24;125;0,9917;3,19;0,48;10,5;6;WHITE
3738;8,2;0,24;0,49;9,3;0,038;52;163;0,9952;3,02;0,33;10,6;6;WHITE
3739;7,6;0,62;0,32;2,2;0,082;7;54;0,9966;3,36;0,52;9,4;5;RED
3740;8,3;0,27;0,34;10,2;0,048;50;118;0,99716;3,18;0,51;10,3;5;WHITE
3741;7,2;0,24;0,3;1,2;0,037;11;95;0,98914;2,96;0,36;12,5;6;WHITE
3742;6;0,5;0,04;2,2;0,092;13;26;0,99647;3,46;0,47;10;5;RED
3743;5,9;0,18;0,28;1;0,037;24;88;0,99094;3,29;0,55;10,65;7;WHITE
3744;6,8;0,785;0;2,4;0,104;14;30;0,9966;3,52;0,55;10,7;6;RED
3745;6,5;0,22;0,34;12;0,053;55;177;0,9983;3,52;0,44;9,9;6;WHITE
3746;6;0,34;0,29;6,1;0,046;29;134;0,99462;3,48;0,57;10,7;6;WHITE
3747;7,3;0,24;0,39;17,95;0,057;45;149;0,9999;3,21;0,36;8,6;5;WHITE
3748;6,4;0,22;0,38;9,1;0,044;35;127;0,99326;2,97;0,3;11;7;WHITE
3749;6,6;0,25;0,51;8;0,047;61;189;0,99604;3,22;0,49;9,2;5;WHITE
3750;7,8;0,59;0,33;2;0,074;24;120;0,9968;3,25;0,54;9,4;5;RED
3751;7,2;0,4;0,49;1,1;0,048;11;138;0,9929;3,01;0,42;9,3;5;WHITE
3752;5,9;0,25;0,25;11,3;0,052;30;165;0,997;3,24;0,44;9,5;6;WHITE
3753;6,8;0,26;0,22;7,7;0,047;57;210;0,9959;3,1;0,47;9;5;WHITE
3754;5,9;0,17;0,3;1,4;0,042;25;119;0,9931;3,68;0,72;10,5;6;WHITE
3755;7;0,2;0,34;2,1;0,049;12;136;0,9922;3,25;0,46;11,6;7;WHITE
3756;10;0,23;0,27;14,1;0,033;45;166;0,9988;2,72;0,43;9,7;6;WHITE
3757;6,7;0,28;0,28;2,4;0,012;36;100;0,99064;3,26;0,39;11,7;7;RED
3758;6,8;0,22;0,29;8,9;0,046;82;188;0,9955;3,3;0,44;10,3;6;WHITE
3759;7,8;0,27;0,34;1,6;0,046;27;154;0,9927;3,05;0,45;10,5;6;WHITE
3760;7,8;0,25;0,37;1;0,043;10;80;0,99128;3,08;0,38;11,4;5;WHITE
3761;7,1;0,59;0,02;2,3;0,082;24;94;0,99744;3,55;0,53;9,7;6;RED
3762;6,8;0,26;0,48;6,2;0,049;55;182;0,99582;3,21;0,45;9,4;6;WHITE
3763;7,2;0,57;0,05;2,3;0,081;16;36;0,99564;3,38;0,6;10,3;6;RED
3764;7,1;0,2;0,34;16;0,05;51;166;0,9985;3,21;0,6;9,2;6;WHITE
3765;7,7;0,54;0,26;1,9;0,089;23;147;0,99636;3,26;0,59;9,7;5;RED
3766;8,4;0,27;0,3;2,2;0,037;36;129;0,99085;2,89;0,3;11,46666667;6;WHITE
3767;6,8;0,29;0,5;13,3;0,053;48;194;0,9974;3,09;0,45;9,4;5;WHITE
3768;7,3;0,25;0,42;14,2;0,041;57;182;0,9996;3,29;0,75;9,1;7;WHITE
3769;10,6;0,28;0,39;15,5;0,069;6;23;1,0026;3,12;0,66;9,2;5;RED
3770;7,5;0,51;0,02;1,7;0,084;13;31;0,99538;3,36;0,54;10,5;6;RED
3771;7,2;0,2;0,22;1,6;0,044;17;101;0,99471;3,37;0,53;10;5;WHITE
3772;7,1;0,59;0,01;2,5;0,077;20;85;0,99746;3,55;0,59;9,8;5;RED
3773;8,1;0,27;0,35;1,7;0,03;38;103;0,99255;3,22;0,63;10,4;8;WHITE
3774;7,3;0,67;0,02;2,2;0,072;31;92;0,99566;3,32;0,68;11,1;6;RED
3775;6,6;0,16;0,25;9,8;0,049;59,5;137;0,995;3,16;0,38;10;6;WHITE
3776;7,2;0,23;0,38;6,1;0,067;20;90;0,99496;3,17;0,79;9,7;5;WHITE
3777;7;0,15;0,28;14,7;0,051;29;149;0,99792;2,96;0,39;9;7;WHITE
3778;7;0,27;0,41;18,75;0,042;34;157;1,0002;2,96;0,5;9,1;5;WHITE
3779;8,8;0,34;0,33;9,7;0,036;46;172;0,9966;3,08;0,4;10,2;5;WHITE
3780;9;0,29;0,34;12,1;0,03;34;177;0,99706;3,13;0,47;10,6;5;WHITE
3781;6,7;0,22;0,33;1,2;0,036;36;86;0,99058;3,1;0,76;11,4;6;WHITE
3782;7,1;0,43;0,42;5,5;0,07;29;129;0,9973;3,42;0,72;10,5;5;RED
3783;6,5;0,39;0,23;5,4;0,051;25;149;0,9934;3,24;0,35;10;5;WHITE
3784;6,5;0,19;0,26;5,2;0,04;31;140;0,995;3,26;0,68;9,5;6;WHITE
3785;6,4;0,33;0,44;8,9;0,055;52;164;0,99488;3,1;0,48;9,6;5;WHITE
3786;12;0,63;0,5;1,4;0,071;6;26;0,99791;3,07;0,6;10,4;4;RED
3787;12;0,38;0,56;2,1;0,093;6;24;0,99925;3,14;0,71;10,9;6;RED
3788;7,1;0,28;0,44;1,8;0,032;32;107;0,9907;3,25;0,48;12,2;7;WHITE
3789;6,6;0,24;0,22;12,3;0,051;35;146;0,99676;3,1;0,67;9,4;5;WHITE
3790;6,5;0,52;0,17;1,4;0,047;5;26;0,9932;3,26;0,32;10;4;WHITE
3791;6,2;0,19;0,29;4,3;0,045;33;126;0,99658;3,18;0,42;9,3;6;WHITE
3792;10,9;0,32;0,52;1,8;0,132;17;44;0,99734;3,28;0,77;11,5;6;RED
3793;10,1;0,43;0,4;2,6;0,092;13;52;0,99834;3,22;0,64;10;7;RED
3794;7;0,29;0,33;0,9;0,041;20;117;0,99048;3,21;0,5;11,4;5;WHITE
3795;9,9;0,35;0,41;2,3;0,083;11;61;0,9982;3,21;0,5;9,5;5;RED
3796;6,8;0,19;0,4;9,85;0,055;41;103;0,99532;2,98;0,56;10,5;6;WHITE
3797;7,6;0,3;0,22;10,2;0,049;57;191;0,9966;3,08;0,4;9,3;6;WHITE
3798;7,2;0,47;0,65;8,3;0,083;27;182;0,9964;3;0,35;9,2;5;WHITE
3799;4,6;0,445;0;1,4;0,053;11;178;0,99426;3,79;0,55;10,2;5;WHITE
3800;7,2;0,61;0,08;4;0,082;26;108;0,99641;3,25;0,51;9,4;5;RED
3801;6,9;0,4;0,56;11,2;0,043;40;142;0,9975;3,14;0,46;8,7;5;WHITE
3802;6,6;0,23;0,3;14,9;0,051;33;118;0,99835;3,04;0,54;9;6;WHITE
3803;8;0,26;0,28;4,8;0,05;34;150;0,99437;3,13;0,5;10;6;WHITE
3804;7,3;0,24;0,3;2,5;0,042;31;104;0,9911;3,05;0,56;11,3;7;WHITE
3805;6,9;0,37;0,23;9,5;0,057;54;166;0,99568;3,23;0,42;10;5;WHITE
3806;6,8;0,25;0,18;1,4;0,056;13;137;0,9935;3,11;0,42;9,5;5;WHITE
3807;6,2;0,44;0,18;7,7;0,096;28;210;0,99771;3,56;0,72;9,2;5;WHITE
3808;8,2;0,34;0,38;2,5;0,08;12;57;0,9978;3,3;0,47;9;6;RED
3809;7;0,21;0,22;5,1;0,048;38;168;0,9945;3,34;0,49;10,4;6;WHITE
3810;8,5;0,46;0,31;2,25;0,078;32;58;0,998;3,33;0,54;9,8;5;RED
3811;7,8;0,6;0,14;2,4;0,086;3;15;0,9975;3,42;0,6;10,8;6;RED
3812;7,6;0,34;0,39;7,6;0,04;45;215;0,9965;3,11;0,53;9,2;6;WHITE
3813;7,2;0,5;0,18;2,1;0,071;12;31;0,99761;3,52;0,72;9,6;6;RED
3814;5,9;0,19;0,21;1,7;0,045;57;135;0,99341;3,32;0,44;9,5;5;RED
3815;6,6;0,21;0,29;5,35;0,029;43;106;0,99112;2,93;0,43;11,5;7;WHITE
3816;7,8;0,17;0,23;1,7;0,029;39;128;0,99272;3,37;0,41;10,7;7;WHITE
3817;9,6;0,6;0,5;2,3;0,079;28;71;0,9997;3,5;0,57;9,7;5;RED
3818;6,7;0,26;0,39;1,1;0,04;45;147;0,9935;3,32;0,58;9,6;8;WHITE
3819;6,8;0,18;0,35;5,4;0,054;53;143;0,99287;3,1;0,54;11;7;WHITE
3820;6,8;0,26;0,46;8,3;0,037;49;173;0,99601;3,17;0,47;9,3;5;WHITE
3821;5,6;0,2;0,22;1,3;0,049;25;155;0,99296;3,74;0,43;10;5;WHITE
3822;6,4;0,23;0,3;7,1;0,037;63;236;0,9952;3,06;0,34;9,2;6;WHITE
3823;6,8;0,67;0,15;1,8;0,118;13;20;0,9954;3,42;0,67;11,3;6;RED
3824;7,3;0,17;0,24;8,1;0,121;32;162;0,99508;3,17;0,38;10,4;8;WHITE
3825;7,7;0,44;0,24;11,2;0,031;41;167;0,9948;3,12;0,43;11,3;7;WHITE
3826;7,3;0,41;0,24;6,8;0,057;41;163;0,9949;3,2;0,41;9,9;6;WHITE
3827;7,4;0,27;0,31;2,4;0,014;15;143;0,99094;3,03;0,65;12;4;WHITE
3828;6,8;0,27;0,42;7,3;0,054;58;200;0,99556;3,12;0,49;9,4;6;WHITE
3829;5,2;0,3;0,34;1,5;0,038;18;96;0,98942;3,56;0,48;13;8;WHITE
3830;11,4;0,36;0,69;2,1;0,09;6;21;1;3,17;0,62;9,2;6;RED
3831;6,9;0,4;0,43;6,2;0,065;42;178;0,99552;3,11;0,53;9,4;5;WHITE
3832;6,9;0,23;0,34;4;0,047;24;128;0,9944;3,2;0,52;9,7;6;WHITE
3833;7,9;0,35;0,28;12,9;0,032;13;63;0,9932;2,99;0,43;13;6;WHITE
3834;7,1;0,26;0,32;16,2;0,044;31;170;0,99644;3,17;0,37;11,2;5;WHITE
3835;7,5;0,33;0,36;2,6;0,051;26;126;0,99097;3,32;0,53;12,7;6;WHITE
3836;9,1;0,37;0,32;2,1;0,064;4;15;0,99576;3,3;0,8;11,2;6;RED
3837;6,8;0,14;0,35;1,5;0,047;40;117;0,99111;3,07;0,72;11,1;6;WHITE
3838;7,6;0,33;0,36;2,1;0,034;26;172;0,9944;3,42;0,48;10,5;4;WHITE
3839;7,5;0,18;0,37;6,2;0,05;21;138;0,99546;3,2;0,55;10,5;6;WHITE
3840;7,9;0,33;0,28;31,6;0,053;35;176;1,0103;3,15;0,38;8,8;6;WHITE
3841;6,4;0,25;0,3;5,5;0,038;15;129;0,9948;3,14;0,49;9,6;6;WHITE
3842;6,7;0,29;0,49;4,7;0,034;35;156;0,9945;3,13;0,45;9,9;6;WHITE
3843;6,9;0,3;0,36;0,9;0,037;40;156;0,98968;3,08;0,36;12,1;6;WHITE
3844;7,7;0,49;1;19,6;0,03;28;135;0,9973;3,24;0,4;12;6;WHITE
3845;6,4;0,26;0,21;8,2;0,05;51;182;0,99542;3,23;0,48;9,5;5;WHITE
3846;7,3;0,74;0,08;1,7;0,094;10;45;0,99576;3,24;0,5;9,8;5;RED
3847;9,1;0,795;0;2,6;0,096;11;26;0,9994;3,35;0,83;9,4;6;RED
3848;6,4;0,24;0,32;0,95;0,041;23;131;0,99033;3,25;0,35;11,8;5;WHITE
3849;7,3;0,18;0,29;1,2;0,044;12;143;0,9918;3,2;0,48;11,3;7;WHITE
3850;7;0,2;0,3;6,1;0,037;31;120;0,9939;3,24;0,51;10,8;5;WHITE
3851;8;0,44;0,49;9,1;0,031;46;151;0,9926;3,16;0,27;12,7;8;WHITE
3852;6,8;0,15;0,33;4,7;0,059;31;118;0,9956;3,43;0,39;9;7;WHITE
3853;7;0,78;0,08;2;0,093;10;19;0,9956;3,4;0,47;10;5;RED
3854;8,9;0,62;0,19;3,9;0,17;51;148;0,9986;3,17;0,93;9,2;5;RED
3855;6,6;0,56;0,22;8,9;0,034;27;133;0,99675;3,2;0,51;9,1;5;WHITE
3856;7,2;0,4;0,24;8,5;0,055;45;151;0,99626;3,2;0,52;9,2;5;WHITE
3857;6,7;0,7;0,08;3,75;0,067;8;16;0,99334;3,43;0,52;12,6;5;RED
3858;9,9;0,54;0,45;2,3;0,071;16;40;0,9991;3,39;0,62;9,4;5;RED
3859;6,9;0,54;0,32;13,2;0,05;53;236;0,9973;3,2;0,5;9,6;5;WHITE
3860;6,4;0,38;0,26;8,2;0,043;28;98;0,99234;2,99;0,31;11,4;6;WHITE
3861;7;0,22;0,31;2,7;0,03;41;136;0,9898;3,16;0,37;12,7;7;WHITE
3862;7,2;0,21;0,37;1,6;0,049;23;94;0,9924;3,16;0,48;10,9;7;WHITE
3863;6,9;0,15;0,29;2,3;0,033;14;82;0,99132;3,1;0,58;11,2;7;WHITE
3864;7;0,3;0,38;14,9;0,032;60;181;0,9983;3,18;0,61;9,3;7;WHITE
3865;5,9;0,27;0,29;11,4;0,036;31;115;0,9949;3,35;0,48;10,5;8;WHITE
3866;8,3;0,14;0,45;1,5;0,039;18;98;0,99215;3,02;0,56;11;6;WHITE
3867;5,7;0,26;0,24;17,8;0,059;23;124;0,99773;3,3;0,5;10,1;5;WHITE
3868;7,9;0,35;0,46;3,6;0,078;15;37;0,9973;3,35;0,86;12,8;8;RED
3869;8,8;0,6;0,29;2,2;0,098;5;15;0,9988;3,36;0,49;9,1;5;RED
3870;7,3;0,26;0,53;12,7;0,047;60,5;164,5;0,9984;3,06;0,45;9,1;6;WHITE
3871;6,3;0,22;0,27;4,5;0,036;81;157;0,9928;3,05;0,76;10,7;7;WHITE
3872;6,7;0,5;0,36;11,5;0,096;18;92;0,99642;3,11;0,49;9,6;5;WHITE
3873;6,3;0,43;0,32;8,8;0,042;18;106;0,99172;3,28;0,33;12,9;7;WHITE
3874;6,8;0,18;0,37;1,5;0,027;37;93;0,992;3,3;0,45;10,8;6;WHITE
3875;6,5;0,425;0,4;13,1;0,038;59;241;0,9979;3,23;0,57;9;5;WHITE
3876;6,7;0,24;0,3;3,85;0,042;105;179;0,99189;3,04;0,59;11,3;8;WHITE
3877;6,5;0,32;0,12;11,5;0,033;35;165;0,9974;3,22;0,32;9;5;WHITE
3878;6,9;0,33;0,21;1;0,053;39;148;0,9927;3,12;0,45;9,4;6;WHITE
3879;7,1;0,38;0,29;13,6;0,041;30;137;0,99461;3,02;0,96;12,1;6;WHITE
3880;7,4;0,16;0,3;13,7;0,056;33;168;0,99825;2,9;0,44;8,7;7;WHITE
3881;8,3;0,6;0,13;2,6;0,085;6;24;0,9984;3,31;0,59;9,2;6;RED
3882;7,3;0,4;0,26;5,45;0,016;26;90;0,98951;2,84;0,54;13,2;7;WHITE
3883;5,7;0,1;0,27;1,3;0,047;21;100;0,9928;3,27;0,46;9,5;5;WHITE
3884;8,3;0,2;0,74;4,45;0,044;33;130;0,9924;3,25;0,42;12,2;6;WHITE
3885;7,8;0,28;0,34;1,6;0,028;32;118;0,9901;3;0,38;12,1;7;WHITE
3886;6,9;0,44;0,27;5;0,038;33;166;0,99124;3,2;0,42;12,2;6;WHITE
3887;8;0,58;0,28;3,2;0,066;21;114;0,9973;3,22;0,54;9,4;6;RED
3888;7,4;0,35;0,31;17,95;0,062;42;187;1,0002;3,27;0,64;9,1;5;WHITE
3889;6,5;0,31;0,61;13;0,053;31;123;0,99708;3,09;0,5;9,3;6;WHITE
3890;6,2;0,16;0,47;1,4;0,029;23;81;0,99;3,26;0,42;12,2;6;WHITE
3891;6,1;0,34;0,31;12;0,053;46;238;0,9977;3,16;0,48;8,6;5;WHITE
3892;6,3;0,3;0,28;5;0,042;36;168;0,99505;3,22;0,69;9,5;6;WHITE
3893;7,6;0,39;0,32;3,6;0,035;22;93;0,99144;3,08;0,6;12,5;7;WHITE
3894;7,2;0,37;0,4;11,6;0,032;34;214;0,9963;3,1;0,51;9,8;6;WHITE
3895;6,3;0,15;0,3;1,4;0,022;38;100;0,99099;3,42;0,57;11,4;7;WHITE
3896;6,2;0,21;0,24;1,2;0,051;31;95;0,99036;3,24;0,57;11,3;6;WHITE
3897;7,8;0,34;0,37;2;0,082;24;58;0,9964;3,34;0,59;9,4;6;RED
3898;6,4;0,14;0,28;7,9;0,057;21;82;0,99425;3,26;0,36;10;6;WHITE
3899;6;0,38;0,26;3,5;0,035;38;111;0,98872;3,18;0,47;13,6;7;WHITE
3900;8,9;0,48;0,53;4;0,101;3;10;0,99586;3,21;0,59;12,1;7;RED
3901;4,9;0,235;0,27;11,75;0,03;34;118;0,9954;3,07;0,5;9,4;6;WHITE
3902;12,5;0,38;0,6;2,6;0,081;31;72;0,9996;3,1;0,73;10,5;5;RED
3903;6,7;0,24;0,33;12,3;0,046;31;145;0,9983;3,36;0,4;9,5;5;WHITE
3904;7,2;0,45;0,15;2;0,078;10;28;0,99609;3,29;0,51;9,9;6;RED
3905;7;0,22;0,28;10,6;0,039;32;117;0,99355;3,05;0,55;11,5;7;WHITE
3906;6,3;0,36;0,5;8,3;0,053;51;202;0,9955;3,2;0,51;9,6;6;WHITE
3907;9,8;0,98;0,32;2,3;0,078;35;152;0,998;3,25;0,48;9,4;5;RED
3908;9,9;0,63;0,24;2,4;0,077;6;33;0,9974;3,09;0,57;9,4;5;RED
3909;7,1;0,14;0,4;1,2;0,051;55;136;0,9932;3,3;0,96;9,8;7;WHITE
3910;5,9;0,46;0,14;2,7;0,042;27;160;0,9931;3,46;0,51;10,6;7;WHITE
3911;11,6;0,53;0,66;3,65;0,121;6;14;0,9978;3,05;0,74;11,5;7;RED
3912;8,5;0,19;0,48;1,1;0,026;23;58;0,99184;2,9;0,5;10,5;6;WHITE
3913;12,3;0,39;0,63;2,3;0,091;6;18;1,0004;3,16;0,49;9,5;5;RED
3914;6,8;0,32;0,18;7,5;0,041;71;223;0,9959;3,14;0,41;8,9;5;WHITE
3915;7,2;0,24;0,29;2,2;0,037;37;102;0,992;3,27;0,64;11;7;WHITE
3916;7;0,53;0,02;1;0,036;39;107;0,993;3,2;0,32;9;5;WHITE
3917;5,9;0,26;0,29;5,4;0,046;34;116;0,99224;3,24;0,41;11,4;6;WHITE
3918;7,5;0,58;0,03;4,1;0,08;27;46;0,99592;3,02;0,47;9,2;5;RED
3919;7,8;0,18;0,31;12,2;0,053;46;140;0,998;3,06;0,53;8,9;6;WHITE
3920;10;0,46;0,44;2,9;0,065;4;8;0,99674;3,33;0,62;12,2;6;RED
3921;9;0,26;0,34;6,7;0,029;21;162;0,99497;3,08;0,5;10,6;6;WHITE
3922;8,4;1,035;0,15;6;0,073;11;54;0,999;3,37;0,49;9,9;5;RED
3923;6,9;0,29;0,23;8,6;0,056;56;215;0,9967;3,17;0,44;8,8;5;WHITE
3924;8,8;0,44;0,49;2,8;0,083;18;111;0,9982;3,3;0,6;9,5;5;RED
3925;6,9;0,36;0,35;8,6;0,038;37;125;0,9916;3;0,32;12,4;8;WHITE
3926;6,9;0,25;0,35;9,2;0,034;42;150;0,9947;3,21;0,36;11,5;6;WHITE
3927;6,5;0,23;0,39;1,9;0,036;41;98;0,99;3,19;0,43;11,9;7;WHITE
3928;8,4;0,23;0,49;7,8;0,035;22;95;0,9935;3,04;0,34;12;6;WHITE
3929;6,7;0,46;0,24;1,7;0,077;18;34;0,9948;3,39;0,6;10,6;6;RED
3930;6,9;0,32;0,16;1,4;0,051;15;96;0,994;3,22;0,38;9,5;4;WHITE
3931;8,3;0,25;0,49;16,8;0,048;50;228;1,0001;3,03;0,52;9,2;6;WHITE
3932;8,6;0,18;0,4;1,1;0,04;20;107;0,9923;2,94;0,32;10,2;7;WHITE
3933;12,4;0,42;0,49;4,6;0,073;19;43;0,9978;3,02;0,61;9,5;5;RED
3934;6,6;0,26;0,52;8,2;0,047;52;191;0,99541;3,16;0,47;9,5;6;WHITE
3935;6,6;0,22;0,29;14,4;0,046;39;118;0,99834;3,05;0,5;9,1;6;WHITE
3936;7,1;0,44;0,62;11,8;0,044;52;152;0,9975;3,12;0,46;8,7;6;WHITE
3937;7,4;0,16;0,3;13,7;0,056;33;168;0,99825;2,9;0,44;8,7;7;WHITE
3938;5,7;0,25;0,21;1,5;0,044;21;108;0,99142;3,3;0,59;11;6;WHITE
3939;9;0,4;0,41;2;0,058;15;40;0,99414;3,22;0,6;12,2;6;RED
3940;7,8;0,645;0;2;0,082;8;16;0,9964;3,38;0,59;9,8;6;RED
3941;6,6;0,725;0,09;5,5;0,117;9;17;0,99655;3,35;0,49;10,8;6;RED
3942;6,1;0,31;0,37;8,4;0,031;70;170;0,9934;3,42;0,4;11,7;8;WHITE
3943;7,6;0,52;0,49;14;0,034;37;156;0,9958;3,14;0,38;11,8;7;WHITE
3944;6,6;0,64;0,28;4,4;0,032;19;78;0,99036;3,11;0,62;12,9;6;WHITE
3945;6,4;0,24;0,23;7,3;0,069;31;157;0,9962;3,25;0,53;9,1;5;WHITE
3946;6,6;0,24;0,38;8;0,042;56;187;0,99577;3,21;0,46;9,2;5;WHITE
3947;8,4;0,635;0,36;2;0,089;15;55;0,99745;3,31;0,57;10,4;4;RED
3948;6,5;0,315;0,2;6,6;0,041;9;126;0,99494;2,94;0,51;8,8;5;WHITE
3949;7,2;0,2;0,61;16,2;0,043;14;103;0,9987;3,06;0,36;9,2;6;WHITE
3950;6,8;0,23;0,29;15,4;0,073;56;173;0,9984;3,06;0,41;8,7;6;WHITE
3951;6,8;0,28;0,34;7,5;0,035;34;177;0,99692;3,33;0,43;9,1;5;WHITE
3952;8,3;0,6;0,25;2,2;0,118;9;38;0,99616;3,15;0,53;9,8;5;RED
3953;6,8;0,48;0,08;1,8;0,074;40;64;0,99529;3,12;0,49;9,6;5;RED
3954;6,2;0,32;0,32;2,2;0,036;15;70;0,9899;3,16;0,48;12,7;6;WHITE
3955;6,4;0,32;0,26;7,9;0,05;53;180;0,99514;3,14;0,5;9,6;5;WHITE
3956;6,4;0,25;0,53;6,6;0,038;59;234;0,9955;3,03;0,42;8,8;5;WHITE
3957;13,5;0,53;0,79;4,8;0,12;23;77;1,0018;3,18;0,77;13;5;RED
3958;5,5;0,23;0,19;2,2;0,044;39;161;0,99209;3,19;0,43;10,4;6;WHITE
3959;5,9;0,435;0,16;6,4;0,031;21;134;0,99151;3,24;0,46;12,2;6;WHITE
3960;6,7;0,46;0,18;2,4;0,034;25;98;0,9896;3,08;0,44;12,6;7;WHITE
3961;6,9;0,2;0,28;1,2;0,048;36;159;0,9936;3,19;0,43;9,1;6;WHITE
3962;5;0,33;0,23;11,8;0,03;23;158;0,99322;3,41;0,64;11,8;6;WHITE
3963;7,5;0,21;0,29;1,5;0,046;35;107;0,99123;3,15;0,45;11,3;6;WHITE
3964;6,8;0,46;0,26;6,3;0,147;49;159;0,99434;3,14;0,47;10;5;WHITE
3965;7,7;0,28;0,39;8,9;0,036;8;117;0,9935;3,06;0,38;12;7;WHITE
3966;7,8;0,26;0,49;3,2;0,027;28;87;0,9919;3,03;0,32;11,3;7;WHITE
3967;5,2;0,49;0,26;2,3;0,09;23;74;0,9953;3,71;0,62;12,2;6;RED
3968;6,7;0,25;0,36;8,6;0,037;63;206;0,99553;3,18;0,5;9,6;5;WHITE
3969;8,9;0,875;0,13;3,45;0,088;4;14;0,9994;3,44;0,52;11,5;5;RED
3970;6,6;0,33;0,4;2,65;0,041;35;86;0,98916;3,11;0,39;13,3;7;WHITE
3971;11,1;0,18;0,48;1,5;0,068;7;15;0,9973;3,22;0,64;10,1;6;RED
3972;6,8;0,64;0,08;9,7;0,062;26;142;0,9972;3,37;0,46;8,9;4;WHITE
3973;7,8;0,645;0;5,5;0,086;5;18;0,9986;3,4;0,55;9,6;6;RED
3974;6,7;0,24;0,26;12,6;0,053;44;182;0,99802;3,42;0,42;9,7;5;WHITE
3975;8,3;0,26;0,42;2;0,08;11;27;0,9974;3,21;0,8;9,4;6;RED
3976;6,4;0,475;0,06;1;0,03;9;131;0,9904;2,97;0,29;10,8;5;WHITE
3977;7,3;1,07;0,09;1,7;0,178;10;89;0,9962;3,3;0,57;9;5;RED
3978;6,9;0,25;0,33;1,2;0,035;35;158;0,99082;3,02;0,58;11,3;6;WHITE
3979;7,7;0,27;0,35;5,3;0,03;30;117;0,992;3,11;0,42;12,2;6;WHITE
3980;6,1;0,6;0;1,3;0,042;24;79;0,9937;3,31;0,38;9,4;4;WHITE
3981;6,7;0,36;0,26;7,9;0,034;39;123;0,99119;2,99;0,3;12,2;7;WHITE
3982;6,7;0,53;0,29;4,3;0,069;20;114;0,99014;3,22;0,59;13,4;6;WHITE
3983;7,3;0,29;0,37;8,3;0,044;45;227;0,9966;3,12;0,47;9;5;WHITE
3984;7,9;0,33;0,23;1,7;0,077;18;45;0,99625;3,29;0,65;9,3;5;RED
3985;7;0,34;0,1;3,5;0,044;17;63;0,9937;3,01;0,39;9,2;5;WHITE
3986;5,8;0,34;0,21;6,6;0,04;50;167;0,9941;3,29;0,62;10;5;WHITE
3987;6,4;0,27;0,45;8,3;0,05;52;196;0,9955;3,18;0,48;9,5;5;WHITE
3988;7,1;0,33;0,25;1,6;0,03;25;126;0,9901;3,22;0,34;12,1;7;WHITE
3989;6,9;0,23;0,41;8;0,03;30;114;0,99368;3,22;0,54;11;6;WHITE
3990;7,2;0,32;0,4;8,7;0,038;45;154;0,99568;3,2;0,47;10,4;6;WHITE
3991;6,6;0,17;0,35;2,6;0,03;33;78;0,99146;3,22;0,72;11,3;6;WHITE
3992;6,8;0,21;0,27;18,15;0,042;41;146;1,0001;3,3;0,36;8,7;5;WHITE
3993;7,8;0,27;0,33;2,4;0,053;36;175;0,992;3,2;0,55;11;6;WHITE
3994;7,4;0,26;0,31;2,4;0,043;58;178;0,9941;3,42;0,68;10,6;6;WHITE
3995;7,3;0,19;0,27;13,9;0,057;45;155;0,99807;2,94;0,41;8,8;8;WHITE
3996;7,3;0,305;0,39;1,2;0,059;7;11;0,99331;3,29;0,52;11,5;6;RED
3997;8,2;0,64;0,27;2;0,095;5;77;0,99747;3,13;0,62;9,1;6;RED
3998;7,3;0,155;0,49;1,3;0,039;34;136;0,9926;3,14;0,77;10,5;6;WHITE
3999;6,5;0,16;0,33;1;0,027;23;75;0,9908;3,3;0,39;11,4;7;WHITE
4000;8,9;0,35;0,4;3,6;0,11;12;24;0,99549;3,23;0,7;12;7;RED
4001;7;0,21;0,28;8,6;0,045;37;221;0,9954;3,25;0,54;10,4;6;WHITE
4002;7,3;0,31;0,25;6,65;0,032;30;138;0,99244;2,9;0,37;11,1;5;WHITE
4003;5,9;0,25;0,27;1,5;0,029;37;81;0,9892;3,2;0,46;12,2;6;WHITE
4004;6,5;0,21;0,51;17,6;0,045;34;125;0,99966;3,2;0,47;8,8;6;WHITE
4005;7,1;0,28;0,19;7,8;0,04;48;184;0,99579;3,16;0,5;9,4;5;WHITE
4006;6,4;0,17;0,27;9,9;0,047;26;101;0,99596;3,34;0,5;9,9;6;WHITE
4007;6;0,34;0,29;6,1;0,046;29;134;0,99462;3,48;0,57;10,7;6;WHITE
